ID;Device;Day;Time;Amount;Status
964080018;Computer;2022-04-21;14:24:16;2889;Active
116453335;Speaker;2022-04-20;17:09:25;2888;Active
947128532;Phone;2022-04-24;18:58:48;2887;Active
69125827;Phone;2022-04-21;21:28:39;2884;Active
958521942;TV;2022-04-02;14:22:53;2883;Active
595126118;Phone;2022-04-22;14:24:59;2881;Active
207057167;Speaker;2022-04-09;07:08:16;2880;Active
838593847;Other;2022-04-13;12:11:25;2880;Active
344408877;Speaker;2022-04-06;10:16:34;2878;Active
131534833;Phone;2022-04-24;12:41:20;2876;Active
378088726;Computer;2022-04-22;11:14:39;2869;Active
314112539;Computer;2022-04-18;23:52:38;2860;Active
784072072;Computer;2022-04-07;21:30:51;2858;Active
840622517;Speaker;2022-04-24;10:57:19;2855;Active
201634275;Computer;2022-04-28;15:40:13;2851;Active
956627188;Speaker;2022-04-25;19:21:24;2850;Active
110604795;Computer;2022-04-17;16:15:04;2849;Active
828267711;Computer;2022-04-11;13:01:10;2847;Active
840162253;Other;2022-04-08;05:19:43;2844;Active
309284467;Other;2022-04-26;12:41:09;2840;Active
249582948;TV;2022-04-22;06:32:51;2837;Active
874123951;Computer;2022-04-30;14:01:16;2834;Active
986939126;TV;2022-04-04;10:35:36;2829;Active
400600444;Phone;2022-04-15;19:08:04;2829;Active
493994129;TV;2022-04-24;09:51:35;2825;Active
600805983;Computer;2022-04-20;16:35:43;2822;Active
654715014;Speaker;2022-04-30;06:54:15;2821;Active
448798356;Phone;2022-04-04;20:41:13;2821;Active
326212766;Computer;2022-04-17;19:08:39;2813;Active
889591923;TV;2022-04-23;16:13:25;2812;Active
58560868;TV;2022-04-11;15:01:51;2807;Active
640534418;Computer;2022-04-27;10:09:46;2806;Active
810874811;Phone;2022-04-09;13:22:32;2804;Active
871263044;Computer;2022-04-07;22:37:53;2804;Active
105723440;TV;2022-04-23;06:33:07;2803;Active
532271475;Other;2022-04-12;12:59:15;2799;Active
48007848;Phone;2022-04-29;15:08:42;2797;Active
170546382;TV;2022-04-16;23:54:29;2797;Active
730541747;Phone;2022-04-02;11:56:40;2791;Active
584767599;Computer;2022-04-06;10:47:18;2787;Active
726421993;Other;2022-04-12;10:10:47;2783;Active
664929957;Computer;2022-04-13;08:52:26;2779;Active
98619652;Speaker;2022-04-23;12:19:38;2773;Active
673517736;TV;2022-04-28;12:58:56;2769;Active
352619726;Other;2022-04-13;10:22:23;2766;Active
650581408;Phone;2022-04-30;09:39:09;2765;Active
820884758;Speaker;2022-04-03;07:57:57;2759;Active
724910894;Computer;2022-04-30;21:52:31;2759;Active
566753034;TV;2022-04-21;16:08:38;2758;Active
658031225;Phone;2022-04-21;10:29:51;2758;Active
309075604;TV;2022-04-06;13:51:00;2750;Active
810342319;Speaker;2022-04-23;14:06:26;2746;Active
705403231;TV;2022-04-06;13:17:38;2744;Active
69449039;TV;2022-04-19;10:59:06;2736;Active
187074866;Phone;2022-04-14;13:18:12;2735;Active
201458831;Phone;2022-04-11;08:41:16;2731;Active
326540093;Other;2022-04-14;17:08:55;2731;Active
175864958;TV;2022-04-02;08:04:53;2724;Active
364683158;TV;2022-04-24;13:01:03;2720;Active
292154491;Computer;2022-04-10;16:19:15;2718;Active
927922646;TV;2022-04-09;18:24:29;2718;Active
16143814;Speaker;2022-04-03;11:59:47;2716;Active
188319940;Phone;2022-04-29;12:47:42;2714;Active
620763098;Speaker;2022-04-25;14:54:22;2714;Active
258838841;TV;2022-04-18;20:03:48;2714;Active
990252368;TV;2022-04-25;15:31:41;2703;Active
945518206;Computer;2022-04-18;19:33:02;2702;Active
249440709;Other;2022-04-17;12:23:12;2699;Active
229962881;Computer;2022-04-07;19:23:21;2689;Active
100093331;Phone;2022-04-05;21:54:14;2687;Active
536649559;Speaker;2022-04-20;10:46:52;2685;Active
761997169;TV;2022-04-09;20:36:08;2683;Active
441642931;Computer;2022-04-05;15:54:57;2680;Active
427314589;TV;2022-04-06;20:14:43;2675;Active
469950627;Other;2022-04-17;17:03:49;2659;Active
270338269;Phone;2022-04-06;13:36:57;2653;Active
459038221;TV;2022-04-06;12:25:27;2651;Active
607911827;Speaker;2022-04-09;10:14:35;2648;Active
570143596;TV;2022-04-26;22:01:40;2646;Active
951084077;Phone;2022-04-19;14:51:06;2645;Active
601873153;Speaker;2022-04-20;15:55:31;2645;Active
405029593;TV;2022-04-09;10:56:15;2644;Active
436233065;TV;2022-04-26;08:12:48;2643;Active
727799753;Speaker;2022-04-04;11:36:05;2642;Active
713617864;Phone;2022-04-10;15:07:43;2641;Active
726849728;TV;2022-04-17;15:52:41;2640;Active
865261757;TV;2022-04-29;23:19:56;2639;Active
646499152;Other;2022-04-04;17:34:16;2636;Active
325957625;Phone;2022-04-18;08:37:00;2628;Active
658407814;TV;2022-04-28;13:54:44;2627;Active
384974806;Other;2022-04-24;07:01:31;2626;Active
126476469;Speaker;2022-04-15;15:28:30;2624;Active
941190516;TV;2022-04-17;06:50:32;2623;Active
807158927;Phone;2022-04-24;08:41:07;2623;Active
657726453;Phone;2022-04-08;22:03:34;2622;Active
309881577;TV;2022-04-21;23:03:46;2619;Active
724557776;Phone;2022-04-21;15:23:46;2613;Active
99708631;Speaker;2022-04-10;12:01:15;2611;Active
313760669;Computer;2022-04-07;10:47:20;2610;Active
546779813;Speaker;2022-04-11;14:32:26;2605;Active
77948161;Other;2022-04-24;12:49:37;2603;Active
913632130;TV;2022-04-23;23:34:50;2600;Active
684490551;TV;2022-04-06;07:39:13;2592;Active
570219368;Phone;2022-04-10;10:34:05;2588;Active
614463965;TV;2022-04-11;13:34:21;2580;Active
324716335;Speaker;2022-04-18;16:38:38;2573;Active
52499803;Phone;2022-04-26;16:02:17;2570;Active
465532222;Phone;2022-04-29;06:35:15;2570;Active
528277559;Computer;2022-04-03;10:20:48;2569;Active
88988117;Computer;2022-04-26;19:21:31;2567;Active
556914723;Speaker;2022-04-20;14:04:05;2564;Active
776803532;TV;2022-04-06;15:20:16;2563;Active
73674389;Other;2022-04-10;22:17:14;2555;Active
982592030;Phone;2022-04-04;18:46:51;2553;Active
610378745;Computer;2022-04-12;22:49:48;2552;Active
247214713;Phone;2022-04-05;15:00:09;2549;Active
676571304;Phone;2022-04-05;15:52:46;2541;Active
719745771;Computer;2022-04-28;10:27:26;2536;Active
746149221;Speaker;2022-04-06;22:59:18;2531;Active
677093644;Speaker;2022-04-20;13:37:07;2530;Active
91506767;Speaker;2022-04-28;15:11:17;2530;Active
603403967;Phone;2022-04-02;18:30:01;2527;Active
532251897;TV;2022-04-28;13:50:30;2524;Active
273920435;Phone;2022-04-24;06:39:13;2522;Active
873752478;TV;2022-04-06;12:28:38;2521;Active
980477769;Other;2022-04-08;21:21:53;2521;Active
668297728;Speaker;2022-04-29;13:25:45;2515;Active
747034039;Speaker;2022-04-20;18:09:49;2513;Active
11915194;Computer;2022-04-06;21:45:10;2509;Active
194313686;Other;2022-04-22;08:43:56;2509;Active
309702491;Speaker;2022-04-07;18:26:18;2508;Active
138164817;Computer;2022-04-12;23:17:34;2505;Active
215285839;Computer;2022-04-21;11:41:33;2505;Active
656796300;Speaker;2022-04-07;14:17:06;2504;Active
580173852;TV;2022-04-20;22:11:57;2504;Active
975849586;Computer;2022-04-17;06:49:14;2501;Active
252831771;TV;2022-04-29;18:10:41;2501;Active
12615519;Other;2022-04-26;16:27:27;2499;Active
543706086;Phone;2022-04-26;14:52:57;2493;Active
440045643;Computer;2022-04-05;23:10:36;2492;Active
68820638;Other;2022-04-17;23:21:21;2490;Active
912766038;Computer;2022-04-06;12:43:29;2487;Active
823050888;Computer;2022-04-03;07:46:27;2486;Active
582692032;Speaker;2022-04-30;19:14:41;2483;Active
836809695;Computer;2022-04-19;14:55:17;2481;Active
466162549;Speaker;2022-04-23;16:16:14;2479;Active
349060853;Speaker;2022-04-03;09:47:01;2474;Active
337991219;Phone;2022-04-25;21:59:56;2471;Active
348712978;Other;2022-04-02;20:45:01;2465;Active
114345259;Speaker;2022-04-24;15:11:30;2449;Active
430604583;TV;2022-04-08;07:11:03;2448;Active
942388083;Computer;2022-04-04;10:13:19;2448;Active
975704385;Computer;2022-04-27;21:10:07;2447;Active
824475561;Other;2022-04-07;21:13:03;2446;Active
133934389;Other;2022-04-05;18:22:34;2444;Active
621444443;Speaker;2022-04-09;15:08:08;2443;Active
147879756;Phone;2022-04-29;17:34:09;2440;Active
361682164;Computer;2022-04-17;16:05:19;2437;Active
841255745;Other;2022-04-28;19:10:08;2435;Active
805484158;Speaker;2022-04-23;15:42:07;2433;Active
747322366;Phone;2022-04-14;16:44:51;2431;Active
280299861;Other;2022-04-07;16:52:45;2430;Active
146329086;Computer;2022-04-10;14:50:41;2425;Active
600332328;Phone;2022-04-04;15:28:40;2423;Active
671429250;TV;2022-04-28;10:22:01;2419;Active
488190831;Computer;2022-04-28;14:39:20;2417;Active
360457957;Speaker;2022-04-28;13:48:31;2416;Active
513438986;Other;2022-04-12;13:45:12;2415;Active
811276277;Phone;2022-04-24;15:03:03;2410;Active
298315467;Computer;2022-04-03;18:31:51;2410;Active
246431954;Speaker;2022-04-28;08:15:14;2405;Active
546972873;Computer;2022-04-21;13:46:33;2405;Active
367332592;TV;2022-04-17;21:51:18;2404;Active
58133444;Other;2022-04-11;11:05:47;2401;Active
320786778;Other;2022-04-08;10:01:34;2399;Active
522775267;Other;2022-04-14;16:27:44;2398;Active
208118680;TV;2022-04-13;14:47:36;2397;Active
280172922;Other;2022-04-24;10:57:20;2395;Active
339993811;Phone;2022-04-13;14:58:46;2394;Active
465414345;Phone;2022-04-26;18:13:44;2393;Active
653391703;Other;2022-04-04;14:46:21;2392;Active
262057375;TV;2022-04-26;09:48:10;2383;Active
614843166;TV;2022-04-08;13:39:29;2381;Active
102569063;TV;2022-04-20;13:06:08;2379;Active
862756988;Phone;2022-04-12;18:50:51;2374;Active
495681163;Speaker;2022-04-30;13:31:24;2355;Active
556809572;Speaker;2022-04-22;15:47:12;2354;Active
705355278;TV;2022-04-08;23:32:23;2347;Active
371509519;Phone;2022-04-05;23:29:25;2344;Active
881089017;Phone;2022-04-13;15:47:42;2344;Active
770804475;TV;2022-04-28;18:37:06;2343;Active
708459879;Computer;2022-04-04;15:12:35;2342;Active
646287669;Phone;2022-04-14;23:26:05;2342;Active
386821669;Phone;2022-04-20;14:10:22;2341;Active
680613354;Other;2022-04-24;17:22:41;2338;Active
945566489;Speaker;2022-04-17;22:15:31;2335;Active
248076807;Speaker;2022-04-29;21:25:30;2333;Active
328825792;TV;2022-04-10;15:32:52;2331;Active
187650926;Other;2022-04-20;14:51:52;2328;Active
608807530;Speaker;2022-04-12;21:00:05;2326;Active
149991259;Computer;2022-04-23;22:18:39;2325;Active
198691203;Phone;2022-04-17;12:29:23;2324;Active
656685528;Speaker;2022-04-06;15:41:31;2320;Active
693099516;TV;2022-04-02;08:32:59;2317;Active
472111722;TV;2022-04-07;13:18:52;2314;Active
368577382;Phone;2022-04-15;16:18:10;2313;Active
810779586;Computer;2022-04-12;13:39:50;2308;Active
834755887;Computer;2022-04-05;14:05:23;2302;Active
820018823;Phone;2022-04-24;08:54:13;2299;Active
834578851;Phone;2022-04-04;20:15:37;2297;Active
310299336;Phone;2022-04-13;11:50:30;2295;Active
906407089;Phone;2022-04-28;22:34:52;2294;Active
890050274;Computer;2022-04-30;19:11:42;2286;Active
729719413;Other;2022-04-29;14:47:39;2281;Active
225723663;Computer;2022-04-22;17:19:00;2270;Active
270789775;Computer;2022-04-18;11:58:22;2269;Active
906197525;Speaker;2022-04-05;10:48:46;2266;Active
838387650;Computer;2022-04-28;11:43:35;2263;Active
814310431;TV;2022-04-16;16:21:07;2260;Active
78217238;Phone;2022-04-20;06:53:03;2259;Active
504561048;Computer;2022-04-19;09:25:49;2254;Active
260438283;Computer;2022-04-03;15:51:14;2250;Active
731878275;Computer;2022-04-21;22:08:07;2243;Active
650156805;Speaker;2022-04-04;10:07:32;2231;Active
832448728;Other;2022-04-29;19:36:03;2229;Active
48963001;Speaker;2022-04-05;16:07:08;2227;Active
923988190;Other;2022-04-02;07:37:35;2227;Active
158335583;TV;2022-04-02;09:16:22;2225;Active
987000805;Other;2022-04-26;21:28:31;2225;Active
28676839;Computer;2022-04-22;14:23:54;2223;Active
686488270;Speaker;2022-04-28;17:42:02;2223;Active
408923579;Computer;2022-04-30;22:15:59;2223;Active
706992445;Computer;2022-04-04;12:05:18;2221;Active
125745618;Computer;2022-04-18;18:59:07;2220;Active
26366217;Phone;2022-04-28;10:08:09;2219;Active
729986995;Phone;2022-04-14;15:32:10;2217;Active
379679466;Other;2022-04-24;10:45:00;2210;Active
529998712;Speaker;2022-04-09;18:26:11;2209;Active
448157248;Phone;2022-04-23;07:33:37;2206;Active
238526072;Computer;2022-04-29;12:58:13;2198;Active
86005942;TV;2022-04-07;19:34:36;2198;Active
9664096;Computer;2022-04-09;23:16:22;2196;Active
121458445;Computer;2022-04-07;22:22:59;2195;Active
646834172;Speaker;2022-04-29;16:25:10;2185;Active
219052842;Other;2022-04-26;14:00:22;2179;Active
362232263;Other;2022-04-26;07:31:26;2171;Active
479357108;Phone;2022-04-26;16:48:58;2171;Active
869636127;TV;2022-04-02;10:09:20;2170;Active
80359768;Speaker;2022-04-08;13:57:50;2170;Active
81814521;Speaker;2022-04-15;15:54:52;2170;Active
740506052;Computer;2022-04-30;21:26:25;2167;Active
576168852;Other;2022-04-09;22:24:00;2163;Active
680895032;Phone;2022-04-18;10:56:31;2156;Active
218529250;Phone;2022-04-14;07:11:12;2152;Active
462446200;Other;2022-04-25;14:44:44;2150;Active
628741595;Phone;2022-04-08;23:14:41;2150;Active
522686190;Computer;2022-04-04;15:39:28;2148;Active
326055947;Phone;2022-04-26;10:30:04;2147;Active
60616572;TV;2022-04-10;07:43:00;2146;Active
623230546;Computer;2022-04-11;15:51:28;2146;Active
273873672;Computer;2022-04-24;11:55:36;2143;Active
459398480;TV;2022-04-13;16:27:57;2143;Active
510853070;TV;2022-04-14;15:39:26;2139;Active
123748437;Computer;2022-04-16;14:13:47;2137;Active
398906500;Computer;2022-04-22;12:22:04;2135;Active
980318033;Speaker;2022-04-09;23:14:04;2129;Active
62642519;Other;2022-04-20;23:58:50;2128;Active
840810366;TV;2022-04-03;17:21:52;2127;Active
777613293;Computer;2022-04-27;11:57:25;2125;Active
91528743;Speaker;2022-04-02;21:46:58;2124;Active
826899842;Phone;2022-04-19;14:40:18;2124;Active
264399132;Other;2022-04-29;21:06:00;2123;Active
150300637;TV;2022-04-09;14:46:30;2122;Active
433409515;Phone;2022-04-17;16:05:32;2120;Active
874518095;Other;2022-04-09;23:08:12;2117;Active
298332500;Computer;2022-04-03;19:55:20;2114;Active
630189673;Computer;2022-04-15;23:54:56;2109;Active
36239663;Speaker;2022-04-16;16:18:33;2108;Active
84673497;Speaker;2022-04-24;21:22:26;2105;Active
215702657;Other;2022-04-14;15:29:33;2102;Active
9697281;TV;2022-04-20;07:47:25;2100;Active
597677973;TV;2022-04-06;17:54:16;2098;Active
673702699;Speaker;2022-04-23;10:31:45;2093;Active
555832342;Computer;2022-04-17;07:14:52;2092;Active
355622636;Phone;2022-04-11;07:52:45;2089;Active
185266891;Speaker;2022-04-23;09:04:39;2088;Active
499073451;Phone;2022-04-05;10:23:17;2086;Active
260339944;Other;2022-04-30;08:00:12;2086;Active
530643457;TV;2022-04-19;11:56:50;2084;Active
802754049;Other;2022-04-17;10:29:22;2081;Active
235797788;Speaker;2022-04-08;21:05:37;2079;Active
18319438;Speaker;2022-04-17;16:11:41;2078;Active
431624984;TV;2022-04-10;16:19:55;2072;Active
147672039;Phone;2022-04-28;18:57:06;2070;Active
400491120;Computer;2022-04-04;14:47:35;2065;Active
793317777;Speaker;2022-04-11;10:23:31;2062;Active
245578250;Other;2022-04-26;22:16:59;2059;Active
294164503;TV;2022-04-11;09:38:50;2053;Active
188508433;Phone;2022-04-26;22:09:44;2049;Active
460243070;Computer;2022-04-09;21:41:31;2046;Active
768907316;Computer;2022-04-09;11:06:10;2043;Active
287688950;Computer;2022-04-08;21:38:54;2040;Active
749583236;Speaker;2022-04-28;14:50:40;2039;Active
254921044;Other;2022-04-28;08:01:21;2036;Active
932020641;Phone;2022-04-11;12:34:29;2035;Active
547123093;TV;2022-04-08;14:38:54;2032;Active
525239742;TV;2022-04-29;09:21:31;2032;Active
748199720;Computer;2022-04-08;13:23:57;2031;Active
837068266;Other;2022-04-12;18:48:46;2029;Active
986857366;Speaker;2022-04-13;15:01:09;2028;Active
662125408;Speaker;2022-04-12;20:41:05;2028;Active
483904578;TV;2022-04-20;20:58:55;2024;Active
299280396;Speaker;2022-04-15;12:11:36;2021;Active
739310254;Speaker;2022-04-06;23:03:30;2018;Active
102827660;Computer;2022-04-11;17:42:03;2014;Active
888637896;Computer;2022-04-30;14:31:02;2013;Active
706323726;Other;2022-04-11;13:53:55;2007;Active
497989131;TV;2022-04-03;16:11:29;1990;Active
217205100;Speaker;2022-04-11;06:55:34;1987;Active
463057590;Other;2022-04-19;10:56:47;1981;Active
304114746;Other;2022-04-15;12:54:46;1972;Active
544893156;Computer;2022-04-23;18:29:57;1967;Active
478904602;Phone;2022-04-29;23:37:09;1960;Active
356611618;Phone;2022-04-18;15:06:55;1959;Active
571720788;TV;2022-04-08;06:42:13;1957;Active
369296621;TV;2022-04-07;12:49:24;1954;Active
493390714;TV;2022-04-03;18:19:02;1948;Active
935541030;Computer;2022-04-08;15:21:11;1945;Active
22580017;Other;2022-04-22;06:52:03;1939;Active
984469342;Computer;2022-04-27;12:34:36;1938;Active
297768161;Phone;2022-04-15;15:36:18;1932;Active
204387900;Computer;2022-04-04;14:26:26;1932;Active
808346784;Speaker;2022-04-08;12:40:15;1915;Active
104380823;Computer;2022-04-08;17:57:42;1914;Active
35752922;TV;2022-04-15;11:53:18;1907;Active
406166303;Computer;2022-04-27;12:42:45;1906;Active
748832697;Speaker;2022-04-20;22:01:03;1903;Active
388011414;Speaker;2022-04-29;22:19:21;1899;Active
366397881;Other;2022-04-16;10:35:58;1898;Active
483164929;Computer;2022-04-19;14:30:10;1896;Active
752682244;Speaker;2022-04-21;23:35:03;1894;Active
499583270;TV;2022-04-09;14:58:42;1891;Active
841182509;TV;2022-04-04;22:26:16;1891;Active
324336687;TV;2022-04-09;18:19:09;1889;Active
386841023;Speaker;2022-04-07;20:30:22;1889;Active
645454004;Computer;2022-04-15;07:53:33;1885;Active
775345710;Other;2022-04-02;14:13:51;1885;Active
747251451;Speaker;2022-04-13;23:43:01;1881;Active
794329014;Phone;2022-04-11;15:05:25;1881;Active
110439266;TV;2022-04-03;09:52:02;1877;Active
273105924;Computer;2022-04-12;10:07:54;1872;Active
820297249;Speaker;2022-04-13;21:52:22;1869;Active
170892168;Speaker;2022-04-17;10:31:19;1866;Active
602595274;TV;2022-04-07;19:54:02;1865;Active
481515888;Computer;2022-04-30;07:31:12;1861;Active
829744445;Other;2022-04-24;21:56:56;1860;Active
795531847;Other;2022-04-20;22:03:18;1860;Active
821069017;Speaker;2022-04-05;23:47:22;1858;Active
676518854;Computer;2022-04-12;10:23:37;1855;Active
615641057;Computer;2022-04-25;11:49:06;1853;Active
284976445;Other;2022-04-17;12:14:04;1851;Active
450948570;Phone;2022-04-16;17:25:54;1851;Active
2141210;Phone;2022-04-30;15:28:32;1850;Active
272999086;Computer;2022-04-06;12:34:04;1848;Active
344257264;Speaker;2022-04-30;20:55:13;1847;Active
392749113;Speaker;2022-04-28;11:15:03;1844;Active
859665333;Other;2022-04-08;11:04:05;1835;Active
721418830;TV;2022-04-12;23:40:38;1833;Active
695242790;TV;2022-04-10;09:47:58;1832;Active
458666640;Computer;2022-04-08;11:22:38;1829;Active
933011493;TV;2022-04-10;16:26:57;1815;Active
302292481;Computer;2022-04-12;19:27:10;1815;Active
115266007;TV;2022-04-07;08:58:47;1813;Active
572021881;Speaker;2022-04-02;21:16:50;1806;Active
6251036;TV;2022-04-16;22:16:37;1799;Active
493598574;Other;2022-04-13;10:34:17;1797;Active
256744820;TV;2022-04-12;15:14:52;1797;Active
294161596;Speaker;2022-04-14;09:32:50;1796;Active
402094848;Speaker;2022-04-20;13:26:45;1792;Active
570158972;TV;2022-04-10;16:33:11;1792;Active
844691505;Computer;2022-04-19;21:17:59;1792;Active
699788432;Phone;2022-04-12;23:33:23;1785;Active
213372425;Other;2022-04-12;13:18:35;1780;Active
694580519;Speaker;2022-04-23;08:59:06;1780;Active
405726079;Phone;2022-04-22;13:41:14;1777;Active
504780837;Phone;2022-04-27;18:01:34;1777;Active
69791267;TV;2022-04-06;16:16:59;1776;Active
408497297;Phone;2022-04-27;13:26:12;1773;Active
376369118;Other;2022-04-14;23:51:07;1771;Active
615303049;Speaker;2022-04-30;09:01:21;1767;Active
509122585;Speaker;2022-04-03;22:04:32;1767;Active
323976928;TV;2022-04-13;09:40:02;1765;Active
480495750;Computer;2022-04-07;07:52:48;1764;Active
193553424;Computer;2022-04-10;10:36:50;1763;Active
908786085;Speaker;2022-04-13;13:39:06;1762;Active
112665195;Phone;2022-04-04;23:06:13;1757;Active
223985999;Other;2022-04-10;17:26:55;1750;Active
321957698;Other;2022-04-08;15:47:33;1749;Active
997329202;Phone;2022-04-30;23:45:05;1745;Active
732616499;Other;2022-04-08;17:12:40;1745;Active
743056166;Phone;2022-04-15;13:32:48;1740;Active
605067333;Other;2022-04-14;12:13:33;1733;Active
648491646;Phone;2022-04-08;21:01:45;1731;Active
355495929;Speaker;2022-04-11;19:47:14;1726;Active
931711406;Other;2022-04-15;09:17:49;1722;Active
539763459;Computer;2022-04-22;12:11:24;1718;Active
908646759;TV;2022-04-11;22:24:06;1715;Active
615193674;Other;2022-04-19;12:11:18;1708;Active
779667957;TV;2022-04-04;18:59:20;1701;Active
963253301;Other;2022-04-03;13:14:55;1693;Active
632307826;Other;2022-04-08;12:23:56;1690;Active
632389020;Phone;2022-04-07;10:19:22;1682;Active
139851864;Computer;2022-04-22;14:53:23;1681;Active
348823093;TV;2022-04-25;09:15:23;1677;Active
168666122;Speaker;2022-04-21;15:40:05;1675;Active
846036915;Phone;2022-04-18;08:29:18;1673;Active
726636424;Phone;2022-04-08;09:03:10;1672;Active
505428793;Phone;2022-04-05;16:07:53;1669;Active
672928197;Other;2022-04-05;13:12:46;1665;Active
263376217;Speaker;2022-04-13;21:00:04;1661;Active
711058235;Phone;2022-04-20;22:00:26;1661;Active
597539157;Speaker;2022-04-05;23:47:04;1661;Active
525967431;Speaker;2022-04-04;13:32:05;1659;Active
594889827;Other;2022-04-29;11:06:25;1655;Active
657214852;Phone;2022-04-27;07:12:22;1652;Active
64954164;Speaker;2022-04-14;20:40:13;1651;Active
817636415;Phone;2022-04-17;12:35:12;1648;Active
386561656;Phone;2022-04-06;13:53:11;1641;Active
503421899;Other;2022-04-04;08:26:24;1641;Active
21498864;Other;2022-04-07;18:34:34;1641;Active
923428904;Phone;2022-04-27;14:25:10;1640;Active
245786963;Computer;2022-04-06;22:48:22;1639;Active
893452653;TV;2022-04-13;21:08:43;1637;Active
873848615;Other;2022-04-11;15:18:24;1634;Active
921156622;TV;2022-04-25;23:09:56;1633;Active
176074142;Other;2022-04-22;14:38:14;1619;Active
325547942;Other;2022-04-15;17:14:38;1599;Active
608384001;Speaker;2022-04-21;13:28:01;1593;Active
584781941;Phone;2022-04-22;08:39:56;1589;Active
792378318;Speaker;2022-04-08;15:50:36;1588;Active
197007953;Speaker;2022-04-03;21:16:16;1587;Active
357578569;Phone;2022-04-15;15:59:59;1583;Active
14471142;TV;2022-04-13;19:18:39;1583;Active
799168592;Phone;2022-04-28;08:24:16;1580;Active
817125262;TV;2022-04-26;18:06:51;1568;Active
991531063;Phone;2022-04-06;18:08:43;1564;Active
504207043;Computer;2022-04-26;13:02:46;1561;Active
34103760;Computer;2022-04-25;19:37:59;1560;Active
492555029;Other;2022-04-27;15:42:16;1558;Active
993596648;Speaker;2022-04-08;14:20:45;1557;Active
973564172;Other;2022-04-05;06:38:24;1557;Active
408167810;Computer;2022-04-14;13:20:40;1554;Active
754325919;Other;2022-04-26;13:20:38;1550;Active
836772748;Speaker;2022-04-03;18:49:29;1544;Active
386003330;Speaker;2022-04-23;11:20:32;1542;Active
483089445;Phone;2022-04-16;08:57:00;1536;Active
181253837;Phone;2022-04-03;23:02:40;1533;Active
894667531;Speaker;2022-04-24;17:14:17;1529;Active
767420961;TV;2022-04-17;06:42:44;1526;Active
942136195;TV;2022-04-26;09:11:35;1526;Active
311849286;Speaker;2022-04-24;20:41:33;1520;Active
698194304;Speaker;2022-04-06;23:08:14;1517;Active
353035678;Speaker;2022-04-03;21:21:40;1517;Active
680857899;Phone;2022-04-03;15:16:26;1516;Active
243428833;TV;2022-04-22;08:29:26;1515;Active
511702365;Phone;2022-04-13;12:10:08;1506;Active
955448423;Other;2022-04-25;13:42:26;1505;Active
539539757;Computer;2022-04-16;07:33:17;1503;Active
666219381;Speaker;2022-04-10;06:50:27;1497;Active
977411190;Speaker;2022-04-09;18:59:40;1489;Active
7194839;Phone;2022-04-17;10:12:01;1486;Active
612678116;Speaker;2022-04-03;14:48:52;1481;Active
836773267;Phone;2022-04-22;18:49:57;1481;Active
219804531;Phone;2022-04-16;22:49:48;1481;Active
912466761;Speaker;2022-04-20;23:09:05;1480;Active
