ID;Device;DateTime;Amount;Status
632121662;Phone;2022-04-27 15:06:36;1138;Active
519207083;Speaker;2022-04-27 14:14:54;1454;Active
577361973;Computer;2022-04-27 13:48:34;1553;Active
506784633;Computer;2022-04-27 11:42:06;2789;Active
840467020;Speaker;2022-04-27 09:37:02;2506;Active
258240660;TV;2022-04-27 09:31:10;251;Passive
991018054;Speaker;2022-04-27 08:48:07;480;Passive
475918814;Phone;2022-04-27 08:32:12;1508;Active
512811935;TV;2022-04-27 06:15:31;538;Passive
854062628;TV;2022-04-26 23:53:26;2858;Active
321895279;Phone;2022-04-26 22:26:41;2744;Active
505498641;TV;2022-04-26 22:02:21;2155;Active
707968456;Computer;2022-04-26 21:10:38;2024;Active
89769601;Speaker;2022-04-26 20:47:15;2642;Active
789679553;Computer;2022-04-26 19:44:39;215;Passive
486041654;Speaker;2022-04-26 19:41:07;1904;Active
993907790;TV;2022-04-26 19:07:33;2666;Active
248275139;Phone;2022-04-26 18:32:26;1733;Active
186223798;Computer;2022-04-26 18:22:40;1579;Active
209165909;Computer;2022-04-26 18:07:03;1976;Active
31826720;Phone;2022-04-26 18:00:35;2215;Active
926501005;Phone;2022-04-26 16:27:19;1678;Active
843268102;Speaker;2022-04-26 11:10:24;1057;Active
110168790;TV;2022-04-26 10:28:46;2174;Active
531671762;Computer;2022-04-26 09:38:09;106;Passive
760899928;Other;2022-04-26 09:31:11;1059;Active
43883111;TV;2022-04-25 23:53:26;24;Passive
180816212;Other;2022-04-25 22:48:22;1129;Active
212587893;Computer;2022-04-25 22:41:13;135;Passive
310259716;Phone;2022-04-25 20:37:32;129;Passive
802822566;Computer;2022-04-25 20:22:24;2751;Active
79315367;Computer;2022-04-25 18:25:16;1884;Active
546817223;Computer;2022-04-25 17:10:26;2125;Active
318596894;Computer;2022-04-25 16:38:33;415;Passive
968365717;Computer;2022-04-25 15:51:18;2638;Active
333670061;Speaker;2022-04-25 15:42:31;1796;Active
526959447;Phone;2022-04-25 15:16:03;1987;Active
923003091;Other;2022-04-25 15:01:21;713;Passive
956736855;Other;2022-04-25 14:33:55;1654;Active
468225393;Speaker;2022-04-25 13:58:43;1114;Active
862214590;TV;2022-04-25 13:48:58;216;Passive
505622495;Phone;2022-04-25 13:04:29;1284;Active
467452974;Phone;2022-04-25 12:59:59;918;Active
725762944;TV;2022-04-25 12:25:58;783;Passive
248227201;Speaker;2022-04-25 11:54:41;1821;Active
594674350;Computer;2022-04-25 11:12:48;2191;Active
988197774;Other;2022-04-25 09:54:53;1377;Active
772223811;Speaker;2022-04-25 08:06:34;307;Passive
993115515;TV;2022-04-25 07:48:53;2999;Active
614932735;Other;2022-04-25 07:14:25;1541;Active
377129125;TV;2022-04-25 06:46:19;1120;Active
882587410;TV;2022-04-25 15:42:42;1866;Active
534428290;Speaker;2022-04-24 23:54:52;1653;Active
328860252;Computer;2022-04-24 23:53:35;319;Passive
818732223;Speaker;2022-04-24 23:50:45;2894;Active
721913509;TV;2022-04-24 21:29:03;1162;Active
65099022;Other;2022-04-24 20:48:18;773;Passive
272020717;Other;2022-04-24 20:08:40;17;Passive
383869587;Other;2022-04-24 20:05:16;223;Passive
451069232;TV;2022-04-24 18:37:49;2701;Active
510925632;TV;2022-04-24 18:08:15;638;Passive
254875187;TV;2022-04-24 17:27:25;94;Passive
339962165;Phone;2022-04-24 17:02:40;325;Passive
42583142;TV;2022-04-24 14:35:00;1058;Active
164251654;TV;2022-04-24 14:07:18;993;Active
653082691;TV;2022-04-24 13:04:32;2196;Active
508110467;Speaker;2022-04-24 10:55:46;1023;Active
979341458;Phone;2022-04-24 07:27:08;2254;Active
946159493;Other;2022-04-24 07:18:05;1516;Active
406015290;Other;2022-04-23 23:48:13;139;Passive
271905955;Other;2022-04-23 23:34:02;1039;Active
397956189;Speaker;2022-04-23 22:30:52;878;Active
751228444;Other;2022-04-23 22:22:27;2163;Active
688038885;Speaker;2022-04-23 22:21:07;1992;Active
439500389;Other;2022-04-23 22:07:06;468;Passive
788950697;Computer;2022-04-23 20:52:50;1929;Active
365235752;TV;2022-04-23 20:02:20;1321;Active
987107643;Phone;2022-04-23 19:27:39;744;Passive
418658966;Phone;2022-04-23 16:55:33;1563;Active
353796759;Phone;2022-04-23 14:56:13;1652;Active
919036512;TV;2022-04-23 11:55:23;29;Passive
221238849;Speaker;2022-04-23 11:54:34;258;Passive
790213332;Computer;2022-04-23 11:39:26;2647;Active
722819857;Phone;2022-04-23 11:22:38;182;Passive
417864786;Other;2022-04-23 11:09:41;1238;Active
534913509;Computer;2022-04-23 10:18:31;1726;Active
375338410;Other;2022-04-23 10:08:49;1984;Active
921761252;Computer;2022-04-23 09:33:59;827;Active
749102975;Speaker;2022-04-23 09:03:17;1375;Active
804137501;TV;2022-04-23 08:45:37;1374;Active
289727104;Other;2022-04-23 07:51:40;1200;Active
669696788;Speaker;2022-04-23 06:45:45;2689;Active
592324752;Phone;2022-04-22 23:26:54;1915;Active
942262282;Phone;2022-04-22 22:16:47;1282;Active
62385466;Other;2022-04-22 21:09:47;2663;Active
9310845;Other;2022-04-22 19:54:47;182;Passive
663990778;Computer;2022-04-22 19:47:04;390;Passive
857883474;TV;2022-04-22 17:40:09;553;Passive
662352661;Speaker;2022-04-22 17:23:26;2767;Active
639504419;Computer;2022-04-22 16:53:53;1627;Active
763414227;Phone;2022-04-22 15:53:45;1077;Active
343325483;Computer;2022-04-22 15:42:45;1525;Active
268273406;Speaker;2022-04-22 15:17:12;911;Active
541891251;Phone;2022-04-22 12:29:28;2822;Active
643408657;TV;2022-04-22 12:06:35;257;Passive
864288402;Phone;2022-04-22 11:33:45;711;Passive
888335961;Phone;2022-04-22 11:26:00;1752;Active
102031171;Speaker;2022-04-22 10:20:05;1977;Active
110396361;Computer;2022-04-22 10:04:50;2439;Active
756961084;Speaker;2022-04-22 08:23:16;2055;Active
771457016;Computer;2022-04-22 08:07:08;466;Passive
26904873;TV;2022-04-22 07:08:29;879;Active
277368752;Speaker;2022-04-22 06:58:22;1804;Active
746652954;Speaker;2022-04-22 06:38:50;2989;Active
685840562;TV;2022-04-21 23:35:29;2528;Active
913260235;TV;2022-04-21 22:03:43;1699;Active
555891831;TV;2022-04-21 21:06:37;2780;Active
534027117;Speaker;2022-04-21 20:24:40;2351;Active
44483115;Speaker;2022-04-21 19:28:38;2425;Active
461703043;Other;2022-04-21 18:21:14;1888;Active
857262672;Other;2022-04-21 17:20:23;1080;Active
126871065;Other;2022-04-21 16:52:24;1938;Active
604377532;Phone;2022-04-21 16:32:51;2004;Active
357807096;Phone;2022-04-21 15:17:24;132;Passive
95951708;Other;2022-04-21 14:42:49;1451;Active
874778147;Computer;2022-04-21 13:32:18;1754;Active
209762806;Computer;2022-04-21 09:42:07;1461;Active
923696017;Computer;2022-04-21 09:27:55;1759;Active
608772531;Other;2022-04-21 09:17:12;1709;Active
419276308;Phone;2022-04-21 08:19:20;945;Active
150286827;Other;2022-04-21 08:02:15;2546;Active
556161192;Computer;2022-04-21 07:48:07;1985;Active
129580408;Phone;2022-04-21 07:21:25;2867;Active
267474880;Computer;2022-04-21 07:16:36;153;Passive
975305474;Phone;2022-04-21 06:40:48;1103;Active
529851583;TV;2022-04-20 23:24:16;2244;Active
154032122;Speaker;2022-04-20 22:50:00;892;Active
525808605;Other;2022-04-20 22:03:05;637;Passive
22850189;Phone;2022-04-20 21:39:01;2918;Active
216811491;Other;2022-04-20 20:43:43;614;Passive
886332151;Phone;2022-04-20 20:35:44;2526;Active
629346848;Other;2022-04-20 20:29:21;1029;Active
231956322;Speaker;2022-04-20 20:19:10;2355;Active
756219279;TV;2022-04-20 19:45:31;1709;Active
171203051;Other;2022-04-20 19:19:04;543;Passive
24168616;Other;2022-04-20 17:32:19;2579;Active
399188965;Other;2022-04-20 16:53:12;1175;Active
147888617;Other;2022-04-20 16:35:52;358;Passive
68673253;Computer;2022-04-20 16:28:14;1573;Active
636884488;Phone;2022-04-20 13:07:20;576;Passive
376166236;TV;2022-04-20 13:03:51;1830;Active
655547659;Other;2022-04-20 12:28:22;2110;Active
626039378;TV;2022-04-20 11:37:08;2329;Active
911821729;Speaker;2022-04-20 11:08:03;2878;Active
580199328;Phone;2022-04-20 10:32:00;494;Passive
395596689;Speaker;2022-04-20 10:21:45;423;Passive
447042919;Speaker;2022-04-20 10:04:32;2508;Active
18882773;TV;2022-04-20 09:12:22;2266;Active
953672012;TV;2022-04-20 08:58:29;876;Active
377266919;Speaker;2022-04-20 08:08:09;2038;Active
434943565;Computer;2022-04-20 08:05:50;1599;Active
900973138;Computer;2022-04-20 07:58:16;1634;Active
302842004;TV;2022-04-19 23:16:51;574;Passive
450420087;Computer;2022-04-19 23:12:47;2285;Active
501967700;Speaker;2022-04-19 21:46:37;1885;Active
11788682;TV;2022-04-19 19:33:20;231;Passive
198472424;Other;2022-04-19 17:15:43;2925;Active
398942674;Phone;2022-04-19 15:50:05;2878;Active
616827538;Other;2022-04-19 15:11:49;710;Passive
165582881;TV;2022-04-19 14:31:25;1247;Active
927845923;TV;2022-04-19 12:53:35;1982;Active
174594171;Other;2022-04-19 12:51:58;2197;Active
632513022;Speaker;2022-04-19 12:30:24;2276;Active
401145038;TV;2022-04-19 11:34:22;2959;Active
641700418;TV;2022-04-19 11:33:24;2249;Active
341084450;Computer;2022-04-19 10:59:59;49;Passive
155537093;Phone;2022-04-19 10:56:47;1034;Active
141601390;TV;2022-04-19 10:14:48;597;Passive
198660044;Other;2022-04-19 10:00:16;203;Passive
891019055;Computer;2022-04-19 08:55:55;1285;Active
262997546;TV;2022-04-19 08:18:33;2627;Active
203103203;TV;2022-04-19 07:21:29;2516;Active
255262529;Phone;2022-04-18 22:40:32;201;Passive
342074285;Phone;2022-04-18 21:07:09;1132;Active
8033456;Computer;2022-04-18 19:57:51;1771;Active
295471561;TV;2022-04-18 19:15:21;2317;Active
56698517;Speaker;2022-04-18 17:50:25;144;Passive
734255809;TV;2022-04-18 17:12:46;2082;Active
985598492;Phone;2022-04-18 16:30:07;882;Active
983862350;Computer;2022-04-18 15:35:23;2967;Active
919404766;Computer;2022-04-18 15:14:42;1700;Active
941500743;Phone;2022-04-18 14:23:42;2050;Active
265322263;TV;2022-04-18 13:46:29;2938;Active
901829810;Speaker;2022-04-18 13:00:40;1549;Active
67973425;Speaker;2022-04-18 12:46:54;1653;Active
344592110;TV;2022-04-18 12:30:12;1514;Active
972033466;Phone;2022-04-18 12:04:15;787;Active
847731355;Phone;2022-04-18 11:44:18;1704;Active
247749499;Computer;2022-04-18 11:42:40;1883;Active
904610277;Phone;2022-04-18 10:05:15;78;Passive
293054189;Speaker;2022-04-18 09:45:45;498;Passive
17783284;TV;2022-04-18 09:16:44;173;Passive
990623478;TV;2022-04-18 07:30:28;2547;Active
80813373;Other;2022-04-18 07:03:01;2776;Active
714566008;Computer;2022-04-17 23:47:35;451;Passive
539021575;Other;2022-04-17 23:23:22;930;Active
203580866;Other;2022-04-17 23:14:28;1537;Active
134265401;TV;2022-04-17 23:14:04;875;Active
508278815;TV;2022-04-17 22:51:08;48;Passive
704524730;Phone;2022-04-17 22:35:09;190;Passive
162696514;Computer;2022-04-17 22:18:35;1363;Active
148498959;Computer;2022-04-17 21:11:11;2485;Active
874430568;Speaker;2022-04-17 21:08:01;2107;Active
303211193;Speaker;2022-04-17 20:34:15;2959;Active
10342095;Speaker;2022-04-17 20:28:08;2046;Active
683459778;Computer;2022-04-17 19:40:02;1268;Active
959069181;Other;2022-04-17 19:34:55;546;Passive
703083186;Computer;2022-04-17 19:24:32;2134;Active
779929930;TV;2022-04-17 18:46:20;16;Passive
717672328;Computer;2022-04-17 18:44:15;454;Passive
244215465;TV;2022-04-17 18:24:50;1111;Active
768375614;Phone;2022-04-17 17:42:05;1617;Active
862142612;TV;2022-04-17 17:25:13;1370;Active
977043421;Other;2022-04-17 16:21:34;2443;Active
587896655;Speaker;2022-04-17 15:57:38;2127;Active
118857655;Other;2022-04-17 13:08:51;2406;Active
632011712;Computer;2022-04-17 11:20:40;2972;Active
67804004;Speaker;2022-04-17 11:08:33;947;Active
540689640;Computer;2022-04-17 10:59:23;391;Passive
267111767;Phone;2022-04-17 10:07:08;556;Passive
707794016;TV;2022-04-17 09:41:04;1617;Active
401068794;Speaker;2022-04-17 09:37:32;1252;Active
738467257;Phone;2022-04-17 08:47:29;995;Active
566050187;Speaker;2022-04-17 08:33:54;2749;Active
247505922;Other;2022-04-17 08:09:44;1032;Active
929857660;Speaker;2022-04-17 07:23:10;2412;Active
881956782;TV;2022-04-17 07:08:05;1625;Active
71874932;Speaker;2022-04-16 23:45:24;1431;Active
991574949;Phone;2022-04-16 23:13:56;2423;Active
599261541;Phone;2022-04-16 22:54:52;2213;Active
872778923;Speaker;2022-04-16 21:11:37;2607;Active
963901561;Phone;2022-04-16 18:59:31;1423;Active
489528820;Computer;2022-04-16 18:15:48;334;Passive
661742004;TV;2022-04-16 18:10:42;1036;Active
222168048;Phone;2022-04-16 17:53:13;2851;Active
183308978;Other;2022-04-16 17:40:18;1509;Active
3447151;Other;2022-04-16 17:21:29;568;Passive
283868510;Other;2022-04-16 16:43:41;2666;Active
770791037;Phone;2022-04-16 16:23:43;654;Passive
473283642;Speaker;2022-04-16 16:09:56;2930;Active
396516649;Computer;2022-04-16 15:49:07;558;Passive
194313381;Computer;2022-04-16 15:26:55;2314;Active
733237711;Phone;2022-04-16 15:12:44;221;Passive
905733101;Other;2022-04-16 11:18:29;952;Active
984621940;Computer;2022-04-16 11:18:01;1978;Active
159346031;Speaker;2022-04-16 10:11:05;2213;Active
18636507;Speaker;2022-04-16 07:02:51;676;Passive
815650289;Other;2022-04-15 23:23:02;241;Passive
440743868;Speaker;2022-04-15 23:22:45;856;Active
71951551;TV;2022-04-15 21:59:54;1663;Active
19908733;Phone;2022-04-15 20:31:22;1420;Active
147597639;TV;2022-04-15 20:12:15;1929;Active
302959124;Speaker;2022-04-15 20:10:29;950;Active
471726150;TV;2022-04-15 20:07:15;1961;Active
347207188;TV;2022-04-15 20:04:20;2976;Active
728407540;Other;2022-04-15 19:50:27;948;Active
370783824;Phone;2022-04-15 19:23:19;2272;Active
72541750;Other;2022-04-15 18:45:51;2389;Active
978601712;Speaker;2022-04-15 18:20:29;199;Passive
349015035;Speaker;2022-04-15 15:36:34;36;Passive
166792146;TV;2022-04-15 15:02:30;2302;Active
446808185;Phone;2022-04-15 14:35:57;1785;Active
248294894;Speaker;2022-04-15 13:14:17;1707;Active
873740487;Computer;2022-04-15 11:44:32;1324;Active
980413256;TV;2022-04-15 11:25:57;1045;Active
414423174;Other;2022-04-15 11:16:20;2341;Active
938008759;Other;2022-04-15 10:06:18;1443;Active
624127976;Computer;2022-04-15 09:12:02;1175;Active
839458257;Computer;2022-04-15 09:12:01;632;Passive
365948829;Speaker;2022-04-15 08:56:13;263;Passive
462043628;Computer;2022-04-15 07:24:17;695;Passive
486531601;Computer;2022-04-15 07:03:00;2425;Active
952707827;Other;2022-04-15 06:42:46;310;Passive
717578571;Phone;2022-04-15 06:42:34;1893;Active
48540314;TV;2022-04-14 23:24:46;1633;Active
434716059;Computer;2022-04-14 23:22:57;2592;Active
806164492;Computer;2022-04-14 22:59:36;1165;Active
335680457;Phone;2022-04-14 22:29:56;2319;Active
253649510;TV;2022-04-14 21:49:51;2868;Active
102994470;TV;2022-04-14 21:29:41;2895;Active
294276412;Phone;2022-04-14 21:04:57;2058;Active
361778693;Computer;2022-04-14 20:27:44;283;Passive
217889785;Other;2022-04-14 19:06:46;2588;Active
621569961;Phone;2022-04-14 18:39:21;1134;Active
998263240;Computer;2022-04-14 18:02:02;1514;Active
591957535;Computer;2022-04-14 17:56:25;1246;Active
693660032;Other;2022-04-14 17:31:59;502;Passive
571073129;Speaker;2022-04-14 16:25:01;2249;Active
704762184;TV;2022-04-14 16:10:13;1561;Active
52092191;Phone;2022-04-14 15:16:37;720;Passive
210100340;TV;2022-04-14 14:35:44;2685;Active
80032530;TV;2022-04-14 14:23:59;374;Passive
121937886;TV;2022-04-14 14:02:42;689;Passive
873319779;Speaker;2022-04-14 12:18:53;961;Active
683321589;Computer;2022-04-14 11:24:38;2450;Active
74591444;Speaker;2022-04-14 11:15:08;2001;Active
816365933;Computer;2022-04-14 10:30:35;1493;Active
616715555;Phone;2022-04-14 10:25:00;2633;Active
960199949;Other;2022-04-14 09:50:48;1515;Active
485640302;Computer;2022-04-14 09:35:37;1529;Active
336971620;Speaker;2022-04-14 08:57:01;2685;Active
139454543;Speaker;2022-04-13 23:59:14;1048;Active
20617610;Other;2022-04-13 23:57:30;2487;Active
843168516;Computer;2022-04-13 23:52:37;1493;Active
495025560;Computer;2022-04-13 23:34:21;2945;Active
496984203;Speaker;2022-04-13 22:03:17;1073;Active
576381116;Other;2022-04-13 20:32:28;1793;Active
404683993;Other;2022-04-13 20:04:24;1855;Active
124997567;Phone;2022-04-13 19:51:23;2005;Active
275184402;Computer;2022-04-13 18:41:18;2361;Active
459247613;Speaker;2022-04-13 18:37:18;234;Passive
995445849;TV;2022-04-13 18:01:49;1733;Active
541816943;Other;2022-04-13 17:23:36;2546;Active
985646693;Computer;2022-04-13 16:36:03;2638;Active
956746379;Phone;2022-04-13 16:31:35;1439;Active
477958375;Phone;2022-04-13 15:11:50;2587;Active
711344570;Other;2022-04-13 14:03:45;496;Passive
686030637;Phone;2022-04-13 14:01:51;2170;Active
664022642;Speaker;2022-04-13 12:58:36;2138;Active
448797281;TV;2022-04-13 12:44:55;967;Active
188230269;Phone;2022-04-13 12:19:48;2002;Active
484166676;Other;2022-04-13 11:53:50;1339;Active
199981961;Phone;2022-04-13 11:51:33;1617;Active
960350296;TV;2022-04-13 11:43:38;2978;Active
4389339;Computer;2022-04-13 10:58:31;1517;Active
380010890;Speaker;2022-04-13 10:55:29;2205;Active
312912638;Computer;2022-04-13 10:53:02;2594;Active
792822880;Phone;2022-04-13 10:31:54;2195;Active
879498160;Speaker;2022-04-13 10:27:40;2374;Active
357344356;Other;2022-04-13 08:36:31;143;Passive
581979244;Other;2022-04-13 08:27:27;1014;Active
338324807;Phone;2022-04-13 07:48:09;103;Passive
507234379;Computer;2022-04-13 07:32:05;1186;Active
204263606;Other;2022-04-13 07:12:02;1425;Active
974386238;Phone;2022-04-12 23:41:10;2448;Active
230375576;TV;2022-04-12 22:48:23;1584;Active
144611730;Speaker;2022-04-12 22:20:43;1639;Active
224011102;Speaker;2022-04-12 21:24:09;1147;Active
862839536;Computer;2022-04-12 20:50:31;924;Active
44528972;Speaker;2022-04-12 20:07:04;284;Passive
417898104;Phone;2022-04-12 19:22:44;1439;Active
926818816;Computer;2022-04-12 18:23:05;507;Passive
503790625;Phone;2022-04-12 17:39:30;531;Passive
129025811;TV;2022-04-12 16:43:42;981;Active
277158568;Speaker;2022-04-12 16:12:55;1307;Active
645852063;Other;2022-04-12 14:34:49;784;Active
492667348;TV;2022-04-12 14:22:48;1876;Active
584496248;Phone;2022-04-12 12:55:51;2269;Active
424402023;TV;2022-04-12 12:50:03;493;Passive
111512968;Speaker;2022-04-12 12:48:18;2167;Active
585457109;Computer;2022-04-12 12:48:15;1015;Active
875988795;Speaker;2022-04-12 11:36:12;962;Active
185169681;Computer;2022-04-12 11:04:05;1585;Active
689594056;Speaker;2022-04-12 09:04:59;2126;Active
409038682;Computer;2022-04-12 08:41:10;1542;Active
228782611;Phone;2022-04-12 07:46:13;2137;Active
863640267;Other;2022-04-12 07:25:48;1134;Active
621082382;Other;2022-04-12 06:55:05;457;Passive
149232140;Computer;2022-04-11 22:54:50;577;Passive
883302730;TV;2022-04-11 22:12:01;2854;Active
519074915;Speaker;2022-04-11 21:03:06;1364;Active
788398182;Phone;2022-04-11 21:00:15;2103;Active
425005632;Computer;2022-04-11 19:49:35;1460;Active
637935801;TV;2022-04-11 19:25:50;796;Active
55864247;Other;2022-04-11 17:50:00;772;Passive
140229278;Speaker;2022-04-11 17:11:54;1125;Active
841337997;Other;2022-04-11 16:54:58;1869;Active
636025811;Computer;2022-04-11 15:24:59;2572;Active
648525561;Other;2022-04-11 15:03:09;501;Passive
749401190;TV;2022-04-11 14:36:17;2003;Active
215246042;Speaker;2022-04-11 14:16:28;2164;Active
27851618;Computer;2022-04-11 14:08:22;1348;Active
931159852;Other;2022-04-11 13:49:22;504;Passive
736138994;Speaker;2022-04-11 12:42:13;166;Passive
283948341;Phone;2022-04-11 11:14:42;1905;Active
242986708;Other;2022-04-11 11:13:43;600;Passive
53038723;Phone;2022-04-11 11:11:42;2484;Active
842394083;Computer;2022-04-11 11:00:43;922;Active
253878549;Computer;2022-04-11 07:37:39;1027;Active
13086686;TV;2022-04-10 23:54:02;1608;Active
24345712;Phone;2022-04-10 23:30:13;2866;Active
828829582;Speaker;2022-04-10 22:27:35;521;Passive
768339446;TV;2022-04-10 21:18:31;2840;Active
807777862;Phone;2022-04-10 21:06:06;569;Passive
681092090;Other;2022-04-10 19:37:22;2789;Active
238638953;Phone;2022-04-10 19:33:00;419;Passive
74567910;Computer;2022-04-10 19:10:16;1201;Active
156946386;Other;2022-04-10 17:53:37;1098;Active
289781578;TV;2022-04-10 16:32:08;714;Passive
69486540;Speaker;2022-04-10 15:25:08;558;Passive
442362619;Other;2022-04-10 14:57:52;46;Passive
963891081;Phone;2022-04-10 14:30:18;2056;Active
984422638;Other;2022-04-10 14:18:12;966;Active
339307104;Phone;2022-04-10 12:46:24;1261;Active
149550806;Speaker;2022-04-10 11:42:22;396;Passive
823107932;TV;2022-04-10 11:34:59;1628;Active
396423798;Other;2022-04-10 07:41:34;2403;Active
359121488;TV;2022-04-10 06:31:24;1322;Active
370693848;Phone;2022-04-09 23:05:02;2353;Active
500436012;Computer;2022-04-09 22:23:27;1336;Active
451171231;TV;2022-04-09 22:07:34;2683;Active
800086144;Speaker;2022-04-09 21:59:32;200;Passive
400708104;Speaker;2022-04-09 21:43:19;658;Passive
495822242;TV;2022-04-09 20:49:24;121;Passive
836687343;Speaker;2022-04-09 20:49:06;1445;Active
436138241;Phone;2022-04-09 20:30:03;939;Active
13548536;TV;2022-04-09 18:48:16;2562;Active
974502534;Computer;2022-04-09 18:44:38;1029;Active
373903699;Speaker;2022-04-09 18:44:34;1198;Active
279135392;Phone;2022-04-09 17:19:03;1096;Active
125085779;Phone;2022-04-09 16:39:22;2549;Active
26918204;Phone;2022-04-09 14:20:10;1219;Active
558997987;Other;2022-04-09 13:52:16;2517;Active
226157810;Speaker;2022-04-09 12:38:21;1960;Active
141907511;Speaker;2022-04-09 11:39:49;819;Active
823473191;Speaker;2022-04-09 10:40:15;1938;Active
997522247;Phone;2022-04-09 10:35:52;132;Passive
140624525;Computer;2022-04-09 09:00:01;1073;Active
77926818;Phone;2022-04-09 08:37:39;2268;Active
715134737;Computer;2022-04-09 08:24:23;1579;Active
254167373;Speaker;2022-04-09 07:11:39;373;Passive
895222173;Computer;2022-04-09 07:08:03;1870;Active
339437168;TV;2022-04-09 06:39:35;2102;Active
217115309;Computer;2022-04-08 23:45:57;218;Passive
119139771;TV;2022-04-08 22:19:03;1211;Active
